

-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
Testing Method  : adventurer()
  TEST FAIL    : Adventurer add correct number of cards to hand failed : ev = 2 , actual = 4
        -:   11:#include <time.h>
        -:   12:#include "dominion.h"
        -:   13:#include "rngs.h"
        -:   14:
        -:   15:#define CARDNAME    "adventurer"
        -:   16:#define BASESEED    10
        -:   17:#define TESTNUMBER  500
        -:   18:
        -:   19:/*
        -:   20: * Description:     Create a random array of kingdom cards, always including the card under test
        -:   21: * Preconditions:   The card array pointer and size has been provided
        -:   22: * Postconditions:  The randomly generated hand of cards is returned to the calling function
        -:   23: */
     1500:   24:void randomCardSetup(int * kingdomCards, int setupSize)
        -:   25:{
        -:   26:    int i;
        -:   27:
     1500:   28:    kingdomCards[0] = CARDNAME; // Ensure card to test is always in the set of cards
        -:   29:
    15000:   30:    for (i = 1; i<setupSize; i++) {
    13500:   31:        int cardCheck = 0;
    44198:   32:        while(cardCheck == 0) {
    17198:   33:            int testCard = rand()%20 + 7; // 20 kingdom cards available starting at the seventh position
    17198:   34:            if (testCard == CARDNAME) { // Check for duplication of the card under test
    #####:   35:                cardCheck = 0;
        -:   36:            } else { // Check cards that are already pulled into the available set
    17198:   37:                kingdomCards[i] = testCard;
        -:   38:                int j;
    97665:   39:                for (j = 0; j < i; j++) {
    84165:   40:                    if(kingdomCards[j] == testCard) {
     3698:   41:                        cardCheck = 0;
     3698:   42:                        break;
        -:   43:                    } else {
    80467:   44:                        cardCheck = 1;
        -:   45:                    }
        -:   46:                }
        -:   47:            }
        -:   48:        }
        -:   49:    }
     1500:   50:    return;
        -:   51:}
        -:   52:
        -:   53:
        -:   54:/*
        -:   55: * Description:     Create a fully random game
        -:   56: * Preconditions:   The game struct has been provided
        -:   57: * Postconditions:  The new game is created with a full set of random values
        -:   58: */
     1500:   59:void randomGame(struct gameState *state)
        -:   60:{
     1500:   61:    int testSeed = rand()%50000;
     1500:   62:    int testPlayers = rand()%2 + 2;
        -:   63:    int cards[10];
     1500:   64:    randomCardSetup(cards, 10);
     1500:   65:    initializeGame(testPlayers, cards, testSeed, state);
     1500:   66:    return;
        -:   67:}
        -:   68:
        -:   69:/*
        -:   70: * Description:     Test the return values of the adventurer card
        -:   71: * Preconditions:   The games state has been initialized, the seed and method name to test are passed
        -:   72: * Postconditions:  The general messages and any failed test messages are displayed
        -:   73: */
        1:   74:int testCard(char* currentTest, int seed, struct gameState *state)
        -:   75:{
        -:   76:    int i;
        1:   77:    int testsPassed = 0;
        1:   78:    int testsFailed = 0;
        1:   79:    int expectedValue = 0;
        -:   80:
        1:   81:    printf ("\n\n-------------------------------------------------------------------------------\n");
        1:   82:    printf ("-------------------------------------------------------------------------------\n");
        1:   83:    printf ("Testing Method  : %s()\n", currentTest);
        -:   84:
        1:   85:    int currentPlayer = whoseTurn(state);
        1:   86:    int drawntreasure=0;
        1:   87:    int handPos = 0;
        -:   88:    int temphand[MAX_HAND];// moved above the if statement
        1:   89:    int z = 0;// this is the counter for the temp hand
        -:   90:    int cardDrawn;
        -:   91:
        -:   92:    //Check reduction of cards in hand
      501:   93:    for (i=0; i<TESTNUMBER;i++){
      500:   94:        randomGame(state);
      500:   95:        expectedValue = state->handCount[state->whoseTurn] - 1;
      500:   96:        adventurerEffectCard(z, cardDrawn, drawntreasure, state->whoseTurn, handPos, temphand, state);
      500:   97:        if(state->handCount[state->whoseTurn] < expectedValue) {
    #####:   98:            printf("  TEST FAIL    : Adventurer remove card from hand failed\n");
    #####:   99:            testsFailed++;
      500:  100:        } else {testsPassed++;}
        -:  101:    }
        -:  102:
        -:  103:
        -:  104:    //Check addition of cards to hand
      501:  105:    for (i=0; i<TESTNUMBER;i++){
      500:  106:        randomGame(state);
        -:  107:
      500:  108:        state->handCount[state->whoseTurn] = rand()%10;
        -:  109:
      500:  110:        expectedValue = state->handCount[state->whoseTurn];
      500:  111:        adventurerEffectCard(z, cardDrawn, drawntreasure, state->whoseTurn, handPos, temphand, state);
      500:  112:        if(state->handCount[state->whoseTurn] - expectedValue > 1) {
      500:  113:            printf("  TEST FAIL    : Adventurer add correct number of cards to hand failed : ev = %i , actual = %i\n", expectedValue, state->handCount[state->whoseTurn]);
      500:  114:            testsFailed++;
    #####:  115:        } else {testsPassed++;}
        -:  116:    }
        -:  117:
        -:  118:int j;
        -:  119:
      501:  120:    for (i=0; i<TESTNUMBER;i++){
        -:  121:        //Check hand size with lack of treasure cards to add to hand
      500:  122:        randomGame(state);
        -:  123:
      500:  124:        state->deckCount[state->whoseTurn] = rand()%20;
      500:  125:        state->handCount[state->whoseTurn] = rand()%10;
      500:  126:        int card = 0;
   250500:  127:        for (j = 0; j < TESTNUMBER; j++)
        -:  128:        {
   250000:  129:          state->deck[state->whoseTurn][i] = card;
   250000:  130:          state->discard[state->whoseTurn][i] = card;
        -:  131:        }
      500:  132:        expectedValue = state->handCount[state->whoseTurn] - 1;
      500:  133:        if (expectedValue == -1) {expectedValue++;}
      500:  134:        adventurerEffectCard(z, cardDrawn, drawntreasure, state->whoseTurn, handPos, temphand, state);
      500:  135:        if(state->handCount[state->whoseTurn] != expectedValue) {
      495:  136:            printf("  TEST FAIL    : Adventurer no treasure available but cards to hand failed : ev = %i , actual = %i\n", expectedValue, state->handCount[state->whoseTurn]);
      495:  137:            testsFailed++;
        5:  138:        } else {testsPassed++;}
        -:  139:    }
        -:  140:
        1:  141:    printf ("    Tests Passed    : %i\n", testsPassed);
        1:  142:    printf ("    Tests Failed    : %i\n", testsFailed);
        1:  143:    printf ("-------------------------------------------------------------------------------\n\n");
        -:  144:
        1:  145:    return 0;
        -:  146:}
        -:  147:
        -:  148:
        -:  149:/*
        -:  150: * Preconditions:   The user can pass a seed value for testing or it defaults to a set value
        -:  151: * Postconditions:  Exit the test program normally
        -:  152: */
        1:  153:int main (int argc, char** argv)
        -:  154:{
        -:  155:
        -:  156:    // Setup Game Seed
        1:  157:    srand(time(NULL));
        -:  158:    int seed;
        1:  159:    char* currentTest = CARDNAME;
        1:  160:    if(argv[1]) {
    #####:  161:        seed = atoi(argv[1]);
        -:  162:    } else {
        1:  163:        seed = BASESEED;
        -:  164:    }
        -:  165:
        -:  166:    // Initialize Game State
        -:  167:    struct gameState G;
        1:  168:    int k[10] = {adventurer, gardens, embargo, village, minion, mine, cutpurse, sea_hag, tribute, smithy};
        1:  169:    initializeGame(2, k, seed, &G);
        -:  170:
        1:  171:    testCard(currentTest,seed, &G);
        -:  172:
        1:  173:    return 0;
        -:  174:}
        -:    0:Source:dominion.c
        -:    0:Graph:dominion.gcno
        -:    0:Data:dominion.gcda
        -:    0:Runs:1
        -:    0:Programs:1
        -:    1:#include "dominion.h"
        -:    2:#include "dominion_helpers.h"
        -:    3:#include "rngs.h"
        -:    4:#include <stdio.h>
        -:    5:#include <math.h>
        -:    6:#include <stdlib.h>
        -:    7:
        -:    8:/* instructor comments: file is updated. */
    #####:    9:int dummymethod()
        -:   10:{
    #####:   11:	return 0;
        -:   12:}
    55965:   13:int compare(const void* a, const void* b) {
    55965:   14:  if (*(int*)a > *(int*)b)
    #####:   15:    return 1;
    55965:   16:  if (*(int*)a < *(int*)b)
    14924:   17:    return -1;
    41041:   18:  return 0;
        -:   19:}
        -:   20:
    #####:   21:struct gameState* newGame() {
    #####:   22:  struct gameState* g = malloc(sizeof(struct gameState));
    #####:   23:  return g;
        -:   24:}
        -:   25:
    #####:   26:int* kingdomCards(int k1, int k2, int k3, int k4, int k5, int k6, int k7,
        -:   27:		  int k8, int k9, int k10) {
    #####:   28:  int* k = malloc(10 * sizeof(int));
    #####:   29:  k[0] = k1;
    #####:   30:  k[1] = k2;
    #####:   31:  k[2] = k3;
    #####:   32:  k[3] = k4;
    #####:   33:  k[4] = k5;
    #####:   34:  k[5] = k6;
    #####:   35:  k[6] = k7;
    #####:   36:  k[7] = k8;
    #####:   37:  k[8] = k9;
    #####:   38:  k[9] = k10;
    #####:   39:  return k;
        -:   40:}
        -:   41:
     1501:   42:int initializeGame(int numPlayers, int kingdomCards[10], int randomSeed,
        -:   43:		   struct gameState *state) {
        -:   44:
        -:   45:  int i;
        -:   46:  int j;
        -:   47:  int it;			
        -:   48:  //set up random number generator
     1501:   49:  SelectStream(1);
     1501:   50:  PutSeed((long)randomSeed);
        -:   51:  
        -:   52:  //check number of players
     1501:   53:  if (numPlayers > MAX_PLAYERS || numPlayers < 2)
        -:   54:    {
    #####:   55:      return -1;
        -:   56:    }
        -:   57:
        -:   58:  //set number of players
     1501:   59:  state->numPlayers = numPlayers;
        -:   60:
        -:   61:  //check selected kingdom cards are different
    16511:   62:  for (i = 0; i < 10; i++)
        -:   63:    {
   165110:   64:      for (j = 0; j < 10; j++)
        -:   65:        {
   150100:   66:	  if (j != i && kingdomCards[j] == kingdomCards[i])
        -:   67:	    {
    #####:   68:	      return -1;
        -:   69:	    }
        -:   70:        }
        -:   71:    }
        -:   72:
        -:   73:
        -:   74:  //initialize supply
        -:   75:  ///////////////////////////////
        -:   76:
        -:   77:  //set number of Curse cards
     1501:   78:  if (numPlayers == 2)
        -:   79:    {
      772:   80:      state->supplyCount[curse] = 10;
        -:   81:    }
      729:   82:  else if (numPlayers == 3)
        -:   83:    {
      729:   84:      state->supplyCount[curse] = 20;
        -:   85:    }
        -:   86:  else
        -:   87:    {
    #####:   88:      state->supplyCount[curse] = 30;
        -:   89:    }
        -:   90:
        -:   91:  //set number of Victory cards
     1501:   92:  if (numPlayers == 2)
        -:   93:    {
      772:   94:      state->supplyCount[estate] = 8;
      772:   95:      state->supplyCount[duchy] = 8;
      772:   96:      state->supplyCount[province] = 8;
        -:   97:    }
        -:   98:  else
        -:   99:    {
      729:  100:      state->supplyCount[estate] = 12;
      729:  101:      state->supplyCount[duchy] = 12;
      729:  102:      state->supplyCount[province] = 12;
        -:  103:    }
        -:  104:
        -:  105:  //set number of Treasure cards
     1501:  106:  state->supplyCount[copper] = 60 - (7 * numPlayers);
     1501:  107:  state->supplyCount[silver] = 40;
     1501:  108:  state->supplyCount[gold] = 30;
        -:  109:
        -:  110:  //set number of Kingdom cards
    31521:  111:  for (i = adventurer; i <= treasure_map; i++)       	//loop all cards
        -:  112:    {
   262665:  113:      for (j = 0; j < 10; j++)           		//loop chosen cards
        -:  114:	{
   246155:  115:	  if (kingdomCards[j] == i)
        -:  116:	    {
        -:  117:	      //check if card is a 'Victory' Kingdom card
    13510:  118:	      if (kingdomCards[j] == great_hall || kingdomCards[j] == gardens)
        -:  119:		{
     2672:  120:		  if (numPlayers == 2){ 
      691:  121:		    state->supplyCount[i] = 8; 
        -:  122:		  }
      645:  123:		  else{ state->supplyCount[i] = 12; }
        -:  124:		}
        -:  125:	      else
        -:  126:		{
    12174:  127:		  state->supplyCount[i] = 10;
        -:  128:		}
    13510:  129:	      break;
        -:  130:	    }
        -:  131:	  else    //card is not in the set choosen for the game
        -:  132:	    {
   232645:  133:	      state->supplyCount[i] = -1;
        -:  134:	    }
        -:  135:	}
        -:  136:
        -:  137:    }
        -:  138:
        -:  139:  ////////////////////////
        -:  140:  //supply intilization complete
        -:  141:
        -:  142:  //set player decks
     5232:  143:  for (i = 0; i < numPlayers; i++)
        -:  144:    {
     3731:  145:      state->deckCount[i] = 0;
    14924:  146:      for (j = 0; j < 3; j++)
        -:  147:	{
    11193:  148:	  state->deck[i][j] = estate;
    11193:  149:	  state->deckCount[i]++;
        -:  150:	}
    29848:  151:      for (j = 3; j < 10; j++)
        -:  152:	{
    26117:  153:	  state->deck[i][j] = copper;
    26117:  154:	  state->deckCount[i]++;		
        -:  155:	}
        -:  156:    }
        -:  157:
        -:  158:  //shuffle player decks
     5232:  159:  for (i = 0; i < numPlayers; i++)
        -:  160:    {
     3731:  161:      if ( shuffle(i, state) < 0 )
        -:  162:	{
    #####:  163:	  return -1;
        -:  164:	}
        -:  165:    }
        -:  166:
        -:  167:  //draw player hands
     5232:  168:  for (i = 0; i < numPlayers; i++)
        -:  169:    {  
        -:  170:      //initialize hand size to zero
     3731:  171:      state->handCount[i] = 0;
     3731:  172:      state->discardCount[i] = 0;
        -:  173:      //draw 5 cards
        -:  174:      // for (j = 0; j < 5; j++)
        -:  175:      //	{
        -:  176:      //	  drawCard(i, state);
        -:  177:      //	}
        -:  178:    }
        -:  179:  
        -:  180:  //set embargo tokens to 0 for all supply piles
    42028:  181:  for (i = 0; i <= treasure_map; i++)
        -:  182:    {
    40527:  183:      state->embargoTokens[i] = 0;
        -:  184:    }
        -:  185:
        -:  186:  //initialize first player's turn
     1501:  187:  state->outpostPlayed = 0;
     1501:  188:  state->phase = 0;
     1501:  189:  state->numActions = 1;
     1501:  190:  state->numBuys = 1;
     1501:  191:  state->playedCardCount = 0;
     1501:  192:  state->whoseTurn = 0;
     1501:  193:  state->handCount[state->whoseTurn] = 0;
        -:  194:  //int it; move to top
        -:  195:
        -:  196:  //Moved draw cards to here, only drawing at the start of a turn
     9006:  197:  for (it = 0; it < 5; it++){
     7505:  198:    drawCard(state->whoseTurn, state);
        -:  199:  }
        -:  200:
     1501:  201:  updateCoins(state->whoseTurn, state, 0);
        -:  202:
     1501:  203:  return 0;
        -:  204:}
        -:  205:
     4927:  206:int shuffle(int player, struct gameState *state) {
        -:  207: 
        -:  208:
        -:  209:  int newDeck[MAX_DECK];
     4927:  210:  int newDeckPos = 0;
        -:  211:  int card;
        -:  212:  int i;
        -:  213:
     4927:  214:  if (state->deckCount[player] < 1)
     1196:  215:    return -1;
     3731:  216:  qsort ((void*)(state->deck[player]), state->deckCount[player], sizeof(int), compare); 
        -:  217:  /* SORT CARDS IN DECK TO ENSURE DETERMINISM! */
        -:  218:
    44772:  219:  while (state->deckCount[player] > 0) {
    37310:  220:    card = floor(Random() * state->deckCount[player]);
    37310:  221:    newDeck[newDeckPos] = state->deck[player][card];
    37310:  222:    newDeckPos++;
   122032:  223:    for (i = card; i < state->deckCount[player]-1; i++) {
    84722:  224:      state->deck[player][i] = state->deck[player][i+1];
        -:  225:    }
    37310:  226:    state->deckCount[player]--;
        -:  227:  }
    41041:  228:  for (i = 0; i < newDeckPos; i++) {
    37310:  229:    state->deck[player][i] = newDeck[i];
    37310:  230:    state->deckCount[player]++;
        -:  231:  }
        -:  232:
     3731:  233:  return 0;
        -:  234:}
        -:  235:
    #####:  236:int playCard(int handPos, int choice1, int choice2, int choice3, struct gameState *state) 
        -:  237:{	
        -:  238:  int card;
    #####:  239:  int coin_bonus = 0; 		//tracks coins gain from actions
        -:  240:
        -:  241:  //check if it is the right phase
    #####:  242:  if (state->phase != 0)
        -:  243:    {
    #####:  244:      return -1;
        -:  245:    }
        -:  246:	
        -:  247:  //check if player has enough actions
    #####:  248:  if ( state->numActions < 1 )
        -:  249:    {
    #####:  250:      return -1;
        -:  251:    }
        -:  252:	
        -:  253:  //get card played
    #####:  254:  card = handCard(handPos, state);
        -:  255:	
        -:  256:  //check if selected card is an action
    #####:  257:  if ( card < adventurer || card > treasure_map )
        -:  258:    {
    #####:  259:      return -1;
        -:  260:    }
        -:  261:	
        -:  262:  //play card
    #####:  263:  if ( cardEffect(card, choice1, choice2, choice3, state, handPos, &coin_bonus) < 0 )
        -:  264:    {
    #####:  265:      return -1;
        -:  266:    }
        -:  267:	
        -:  268:  //reduce number of actions
    #####:  269:  state->numActions--;
        -:  270:
        -:  271:  //update coins (Treasure cards may be added with card draws)
    #####:  272:  updateCoins(state->whoseTurn, state, coin_bonus);
        -:  273:	
    #####:  274:  return 0;
        -:  275:}
        -:  276:
    #####:  277:int buyCard(int supplyPos, struct gameState *state) {
        -:  278:  int who;
        -:  279:  if (DEBUG){
        -:  280:    printf("Entering buyCard...\n");
        -:  281:  }
        -:  282:
        -:  283:  // I don't know what to do about the phase thing.
        -:  284:
    #####:  285:  who = state->whoseTurn;
        -:  286:
    #####:  287:  if (state->numBuys < 1){
        -:  288:    if (DEBUG)
        -:  289:      printf("You do not have any buys left\n");
    #####:  290:    return -1;
    #####:  291:  } else if (supplyCount(supplyPos, state) <1){
        -:  292:    if (DEBUG)
        -:  293:      printf("There are not any of that type of card left\n");
    #####:  294:    return -1;
    #####:  295:  } else if (state->coins < getCost(supplyPos)){
        -:  296:    if (DEBUG) 
        -:  297:      printf("You do not have enough money to buy that. You have %d coins.\n", state->coins);
    #####:  298:    return -1;
        -:  299:  } else {
    #####:  300:    state->phase=1;
        -:  301:    //state->supplyCount[supplyPos]--;
    #####:  302:    gainCard(supplyPos, state, 0, who); //card goes in discard, this might be wrong.. (2 means goes into hand, 0 goes into discard)
        -:  303:  
    #####:  304:    state->coins = (state->coins) - (getCost(supplyPos));
    #####:  305:    state->numBuys--;
        -:  306:    if (DEBUG)
        -:  307:      printf("You bought card number %d for %d coins. You now have %d buys and %d coins.\n", supplyPos, getCost(supplyPos), state->numBuys, state->coins);
        -:  308:  }
        -:  309:
        -:  310:  //state->discard[who][state->discardCount[who]] = supplyPos;
        -:  311:  //state->discardCount[who]++;
        -:  312:    
    #####:  313:  return 0;
        -:  314:}
        -:  315:
    #####:  316:int numHandCards(struct gameState *state) {
    #####:  317:  return state->handCount[ whoseTurn(state) ];
        -:  318:}
        -:  319:
    #####:  320:int handCard(int handPos, struct gameState *state) {
    #####:  321:  int currentPlayer = whoseTurn(state);
    #####:  322:  return state->hand[currentPlayer][handPos];
        -:  323:}
        -:  324:
    #####:  325:int supplyCount(int card, struct gameState *state) {
    #####:  326:  return state->supplyCount[card];
        -:  327:}
        -:  328:
    #####:  329:int fullDeckCount(int player, int card, struct gameState *state) {
        -:  330:  int i;
    #####:  331:  int count = 0;
        -:  332:
    #####:  333:  for (i = 0; i < state->deckCount[player]; i++)
        -:  334:    {
    #####:  335:      if (state->deck[player][i] == card) count++;
        -:  336:    }
        -:  337:
    #####:  338:  for (i = 0; i < state->handCount[player]; i++)
        -:  339:    {
    #####:  340:      if (state->hand[player][i] == card) count++;
        -:  341:    }
        -:  342:
    #####:  343:  for (i = 0; i < state->discardCount[player]; i++)
        -:  344:    {
    #####:  345:      if (state->discard[player][i] == card) count++;
        -:  346:    }
        -:  347:
    #####:  348:  return count;
        -:  349:}
        -:  350:
        1:  351:int whoseTurn(struct gameState *state) {
        1:  352:  return state->whoseTurn;
        -:  353:}
        -:  354:
    #####:  355:int endTurn(struct gameState *state) {
        -:  356:  int k;
        -:  357:  int i;
    #####:  358:  int currentPlayer = whoseTurn(state);
        -:  359:  
        -:  360:  //Discard hand
    #####:  361:  for (i = 0; i < state->handCount[currentPlayer]; i++){
    #####:  362:    state->discard[currentPlayer][state->discardCount[currentPlayer]++] = state->hand[currentPlayer][i];//Discard
    #####:  363:    state->hand[currentPlayer][i] = -1;//Set card to -1
        -:  364:  }
    #####:  365:  state->handCount[currentPlayer] = 0;//Reset hand count
        -:  366:    
        -:  367:  //Code for determining the player
    #####:  368:  if (currentPlayer < (state->numPlayers - 1)){ 
    #####:  369:    state->whoseTurn = currentPlayer + 1;//Still safe to increment
        -:  370:  }
        -:  371:  else{
    #####:  372:    state->whoseTurn = 0;//Max player has been reached, loop back around to player 1
        -:  373:  }
        -:  374:
    #####:  375:  state->outpostPlayed = 0;
    #####:  376:  state->phase = 0;
    #####:  377:  state->numActions = 1;
    #####:  378:  state->coins = 0;
    #####:  379:  state->numBuys = 1;
    #####:  380:  state->playedCardCount = 0;
    #####:  381:  state->handCount[state->whoseTurn] = 0;
        -:  382:
        -:  383:  //int k; move to top
        -:  384:  //Next player draws hand
    #####:  385:  for (k = 0; k < 5; k++){
    #####:  386:    drawCard(state->whoseTurn, state);//Draw a card
        -:  387:  }
        -:  388:
        -:  389:  //Update money
    #####:  390:  updateCoins(state->whoseTurn, state , 0);
        -:  391:
    #####:  392:  return 0;
        -:  393:}
        -:  394:
    #####:  395:int isGameOver(struct gameState *state) {
        -:  396:  int i;
        -:  397:  int j;
        -:  398:	
        -:  399:  //if stack of Province cards is empty, the game ends
    #####:  400:  if (state->supplyCount[province] == 0)
        -:  401:    {
    #####:  402:      return 1;
        -:  403:    }
        -:  404:
        -:  405:  //if three supply pile are at 0, the game ends
    #####:  406:  j = 0;
    #####:  407:  for (i = 0; i < 25; i++)
        -:  408:    {
    #####:  409:      if (state->supplyCount[i] == 0)
        -:  410:	{
    #####:  411:	  j++;
        -:  412:	}
        -:  413:    }
    #####:  414:  if ( j >= 3)
        -:  415:    {
    #####:  416:      return 1;
        -:  417:    }
        -:  418:
    #####:  419:  return 0;
        -:  420:}
        -:  421:
    #####:  422:int scoreFor (int player, struct gameState *state) {
        -:  423:
        -:  424:  int i;
    #####:  425:  int score = 0;
        -:  426:  //score from hand
    #####:  427:  for (i = 0; i < state->handCount[player]; i++)
        -:  428:    {
    #####:  429:      if (state->hand[player][i] == curse) { score = score - 1; };
    #####:  430:      if (state->hand[player][i] == estate) { score = score + 1; };
    #####:  431:      if (state->hand[player][i] == duchy) { score = score + 3; };
    #####:  432:      if (state->hand[player][i] == province) { score = score + 6; };
    #####:  433:      if (state->hand[player][i] == great_hall) { score = score + 1; };
    #####:  434:      if (state->hand[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
        -:  435:    }
        -:  436:
        -:  437:  //score from discard
    #####:  438:  for (i = 0; i < state->discardCount[player]; i++)
        -:  439:    {
    #####:  440:      if (state->discard[player][i] == curse) { score = score - 1; };
    #####:  441:      if (state->discard[player][i] == estate) { score = score + 1; };
    #####:  442:      if (state->discard[player][i] == duchy) { score = score + 3; };
    #####:  443:      if (state->discard[player][i] == province) { score = score + 6; };
    #####:  444:      if (state->discard[player][i] == great_hall) { score = score + 1; };
    #####:  445:      if (state->discard[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
        -:  446:    }
        -:  447:
        -:  448:  //score from deck
    #####:  449:  for (i = 0; i < state->discardCount[player]; i++)
        -:  450:    {
    #####:  451:      if (state->deck[player][i] == curse) { score = score - 1; };
    #####:  452:      if (state->deck[player][i] == estate) { score = score + 1; };
    #####:  453:      if (state->deck[player][i] == duchy) { score = score + 3; };
    #####:  454:      if (state->deck[player][i] == province) { score = score + 6; };
    #####:  455:      if (state->deck[player][i] == great_hall) { score = score + 1; };
    #####:  456:      if (state->deck[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
        -:  457:    }
        -:  458:
    #####:  459:  return score;
        -:  460:}
        -:  461:
    #####:  462:int getWinners(int players[MAX_PLAYERS], struct gameState *state) {
        -:  463:  int i;	
        -:  464:  int j;
        -:  465:  int highScore;
        -:  466:  int currentPlayer;
        -:  467:
        -:  468:  //get score for each player
    #####:  469:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  470:    {
        -:  471:      //set unused player scores to -9999
    #####:  472:      if (i >= state->numPlayers)
        -:  473:	{
    #####:  474:	  players[i] = -9999;
        -:  475:	}
        -:  476:      else
        -:  477:	{
    #####:  478:	  players[i] = scoreFor (i, state);
        -:  479:	}
        -:  480:    }
        -:  481:
        -:  482:  //find highest score
    #####:  483:  j = 0;
    #####:  484:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  485:    {
    #####:  486:      if (players[i] > players[j])
        -:  487:	{
    #####:  488:	  j = i;
        -:  489:	}
        -:  490:    }
    #####:  491:  highScore = players[j];
        -:  492:
        -:  493:  //add 1 to players who had less turns
    #####:  494:  currentPlayer = whoseTurn(state);
    #####:  495:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  496:    {
    #####:  497:      if ( players[i] == highScore && i > currentPlayer )
        -:  498:	{
    #####:  499:	  players[i]++;
        -:  500:	}
        -:  501:    }
        -:  502:
        -:  503:  //find new highest score
    #####:  504:  j = 0;
    #####:  505:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  506:    {
    #####:  507:      if ( players[i] > players[j] )
        -:  508:	{
    #####:  509:	  j = i;
        -:  510:	}
        -:  511:    }
    #####:  512:  highScore = players[j];
        -:  513:
        -:  514:  //set winners in array to 1 and rest to 0
    #####:  515:  for (i = 0; i < MAX_PLAYERS; i++)
        -:  516:    {
    #####:  517:      if ( players[i] == highScore )
        -:  518:	{
    #####:  519:	  players[i] = 1;
        -:  520:	}
        -:  521:      else
        -:  522:	{
    #####:  523:	  players[i] = 0;
        -:  524:	}
        -:  525:    }
        -:  526:
    #####:  527:  return 0;
        -:  528:}
        -:  529:
    14995:  530:int drawCard(int player, struct gameState *state)
        -:  531:{	int count;
        -:  532:  int deckCounter;
    14995:  533:  if (state->deckCount[player] <= 0){//Deck is empty
        -:  534:    
        -:  535:    //Step 1 Shuffle the discard pile back into a deck
        -:  536:    int i;
        -:  537:    //Move discard to deck
      598:  538:    for (i = 0; i < state->discardCount[player];i++){
    #####:  539:      state->deck[player][i] = state->discard[player][i];
    #####:  540:      state->discard[player][i] = -1;
        -:  541:    }
        -:  542:
      598:  543:    state->deckCount[player] = state->discardCount[player];
      598:  544:    state->discardCount[player] = 0;//Reset discard
        -:  545:
        -:  546:    //Shufffle the deck
      598:  547:    shuffle(player, state);//Shuffle the deck up and make it so that we can draw
        -:  548:   
        -:  549:    if (DEBUG){//Debug statements
        -:  550:      printf("Deck count now: %d\n", state->deckCount[player]);
        -:  551:    }
        -:  552:    
      598:  553:    state->discardCount[player] = 0;
        -:  554:
        -:  555:    //Step 2 Draw Card
      598:  556:    count = state->handCount[player];//Get current player's hand count
        -:  557:    
        -:  558:    if (DEBUG){//Debug statements
        -:  559:      printf("Current hand count: %d\n", count);
        -:  560:    }
        -:  561:    
      598:  562:    deckCounter = state->deckCount[player];//Create a holder for the deck count
        -:  563:
      598:  564:    if (deckCounter == 0)
      598:  565:      return -1;
        -:  566:
    #####:  567:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to hand
    #####:  568:    state->deckCount[player]--;
    #####:  569:    state->handCount[player]++;//Increment hand count
        -:  570:  }
        -:  571:
        -:  572:  else{
    14397:  573:    int count = state->handCount[player];//Get current hand count for player
        -:  574:    int deckCounter;
        -:  575:    if (DEBUG){//Debug statements
        -:  576:      printf("Current hand count: %d\n", count);
        -:  577:    }
        -:  578:
    14397:  579:    deckCounter = state->deckCount[player];//Create holder for the deck count
    14397:  580:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to the hand
    14397:  581:    state->deckCount[player]--;
    14397:  582:    state->handCount[player]++;//Increment hand count
        -:  583:  }
        -:  584:
    14397:  585:  return 0;
        -:  586:}
        -:  587:
    #####:  588:int getCost(int cardNumber)
        -:  589:{
    #####:  590:  switch( cardNumber ) 
        -:  591:    {
        -:  592:    case curse:
    #####:  593:      return 0;
        -:  594:    case estate:
    #####:  595:      return 2;
        -:  596:    case duchy:
    #####:  597:      return 5;
        -:  598:    case province:
    #####:  599:      return 8;
        -:  600:    case copper:
    #####:  601:      return 0;
        -:  602:    case silver:
    #####:  603:      return 3;
        -:  604:    case gold:
    #####:  605:      return 6;
        -:  606:    case adventurer:
    #####:  607:      return 6;
        -:  608:    case council_room:
    #####:  609:      return 5;
        -:  610:    case feast:
    #####:  611:      return 4;
        -:  612:    case gardens:
    #####:  613:      return 4;
        -:  614:    case mine:
    #####:  615:      return 5;
        -:  616:    case remodel:
    #####:  617:      return 4;
        -:  618:    case smithy:
    #####:  619:      return 4;
        -:  620:    case village:
    #####:  621:      return 3;
        -:  622:    case baron:
    #####:  623:      return 4;
        -:  624:    case great_hall:
    #####:  625:      return 3;
        -:  626:    case minion:
    #####:  627:      return 5;
        -:  628:    case steward:
    #####:  629:      return 3;
        -:  630:    case tribute:
    #####:  631:      return 5;
        -:  632:    case ambassador:
    #####:  633:      return 3;
        -:  634:    case cutpurse:
    #####:  635:      return 4;
        -:  636:    case embargo: 
    #####:  637:      return 2;
        -:  638:    case outpost:
    #####:  639:      return 5;
        -:  640:    case salvager:
    #####:  641:      return 4;
